epoch,lr-Adam,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/bopo_loss,train/bopo_pair_count,train/loss,train/max_reward,train/reward,val/max_reward,val/reward
,0.0003,0,,,,,,,,,,
,,49,,,268.02659034729004,,,,,,,
,,49,,4.676580429077148,,,,,,,,
0,,49,,,,0.6924154758453369,576.0,0.6924154758453369,-12.572925567626953,-14.263561248779297,,
,,99,,,237.3669147491455,,,,,,,
,,99,,20.887374877929688,,,,,,,,
0,,99,,,,0.6923074722290039,576.0,0.6923074722290039,-12.444347381591797,-14.086525917053223,,
,,149,,,246.74701690673828,,,,,,,
,,149,,5.003929138183594,,,,,,,,
0,,149,,,,0.6924565434455872,576.0,0.6924565434455872,-12.229722023010254,-13.927407264709473,,
,,199,,,270.86901664733887,,,,,,,
,,199,,17.782211303710938,,,,,,,,
0,,199,,,,0.6925623416900635,576.0,0.6925623416900635,-12.054726600646973,-13.678580284118652,,
,,249,,,278.78403663635254,,,,,,,
,,249,,2.4437904357910156,,,,,,,,
0,,249,,,,0.6922694444656372,576.0,0.6922694444656372,-11.92684555053711,-13.652483940124512,,
,,299,,,269.5622444152832,,,,,,,
,,299,,17.91095733642578,,,,,,,,
0,,299,,,,0.6927765607833862,576.0,0.6927765607833862,-11.909473419189453,-13.54654312133789,,
,,349,,,308.78472328186035,,,,,,,
,,349,,7.779121398925781,,,,,,,,
0,,349,,,,0.6923263669013977,576.0,0.6923263669013977,-11.934858322143555,-13.790995597839355,,
,,399,,,266.5071487426758,,,,,,,
,,399,,17.902135848999023,,,,,,,,
0,,399,,,,0.6917246580123901,576.0,0.6917246580123901,-11.912796020507812,-13.542912483215332,,
,,449,,,269.31262016296387,,,,,,,
,,449,,2.444744110107422,,,,,,,,
0,,449,,,,0.6921356916427612,576.0,0.6921356916427612,-11.81932544708252,-13.390007019042969,,
,,499,,,297.0271110534668,,,,,,,
,,499,,18.23878288269043,,,,,,,,
0,,499,,,,0.6921786665916443,576.0,0.6921786665916443,-12.052093505859375,-13.801249504089355,,
,,549,,,325.3297805786133,,,,,,,
,,549,,2.5091171264648438,,,,,,,,
0,,549,,,,0.6925851702690125,576.0,0.6925851702690125,-11.690834045410156,-13.236320495605469,,
,,599,,,274.7654914855957,,,,,,,
,,599,,18.085241317749023,,,,,,,,
0,,599,,,,0.6919225454330444,576.0,0.6919225454330444,-11.739884376525879,-13.370479583740234,,
,,649,,,266.3917541503906,,,,,,,
,,649,,2.306222915649414,,,,,,,,
0,,649,,,,0.6927698850631714,576.0,0.6927698850631714,-11.986387252807617,-13.353938102722168,,
,,699,,,269.8249816894531,,,,,,,
,,699,,17.122745513916016,,,,,,,,
0,,699,,,,0.692836344242096,576.0,0.692836344242096,-11.896402359008789,-13.43319320678711,,
,,749,,,292.76514053344727,,,,,,,
,,749,,2.288341522216797,,,,,,,,
0,,749,,,,0.6924434304237366,576.0,0.6924434304237366,-11.738775253295898,-13.109976768493652,,
,,799,,,290.76075553894043,,,,,,,
,,799,,17.53401756286621,,,,,,,,
0,,799,,,,0.6923988461494446,576.0,0.6923988461494446,-11.629276275634766,-13.170480728149414,,
,,849,,,279.2813777923584,,,,,,,
,,849,,2.2249221801757812,,,,,,,,
0,,849,,,,0.6921312212944031,576.0,0.6921312212944031,-11.935789108276367,-13.328153610229492,,
,,899,,,269.5930004119873,,,,,,,
,,899,,17.168045043945312,,,,,,,,
0,,899,,,,0.692785382270813,576.0,0.692785382270813,-11.457389831542969,-12.916115760803223,,
,,949,,,269.9575424194336,,,,,,,
,,949,,2.2754669189453125,,,,,,,,
0,,949,,,,0.6927350759506226,576.0,0.6927350759506226,-11.6246919631958,-13.06015682220459,,
,,999,,,267.0729160308838,,,,,,,
,,999,,17.34447479248047,,,,,,,,
0,,999,,,,0.692348301410675,576.0,0.692348301410675,-11.91658878326416,-13.236612319946289,,
,,1049,,,270.49851417541504,,,,,,,
,,1049,,2.212047576904297,,,,,,,,
0,,1049,,,,0.6922767758369446,576.0,0.6922767758369446,-11.45230770111084,-12.827829360961914,,
,,1099,,,273.5483646392822,,,,,,,
,,1099,,16.910314559936523,,,,,,,,
0,,1099,,,,0.6923759579658508,576.0,0.6923759579658508,-11.677485466003418,-12.919241905212402,,
,,1149,,,265.92159271240234,,,,,,,
,,1149,,2.1970272064208984,,,,,,,,
0,,1149,,,,0.6923242211341858,576.0,0.6923242211341858,-11.56557559967041,-12.91817569732666,,
,,1199,,,271.90637588500977,,,,,,,
,,1199,,17.258644104003906,,,,,,,,
0,,1199,,,,0.6918641328811646,576.0,0.6918641328811646,-11.330780029296875,-12.522233963012695,,
,,1249,,,275.4826545715332,,,,,,,
,,1249,,2.3965835571289062,,,,,,,,
0,,1249,,,,0.6922172904014587,576.0,0.6922172904014587,-11.812823295593262,-13.0890474319458,,
,,1299,,,270.3378200531006,,,,,,,
,,1299,,17.705917358398438,,,,,,,,
0,,1299,,,,0.6920092105865479,576.0,0.6920092105865479,-11.690043449401855,-12.977352142333984,,
,,1349,,,268.5277462005615,,,,,,,
,,1349,,2.215147018432617,,,,,,,,
0,,1349,,,,0.6926478147506714,576.0,0.6926478147506714,-11.424112319946289,-12.670113563537598,,
,,1399,,,279.7086238861084,,,,,,,
,,1399,,17.18616485595703,,,,,,,,
0,,1399,,,,0.6921930313110352,576.0,0.6921930313110352,-11.134285926818848,-12.377016067504883,,
,,1449,,,279.07705307006836,,,,,,,
,,1449,,2.2661685943603516,,,,,,,,
0,,1449,,,,0.6923907399177551,576.0,0.6923907399177551,-11.149778366088867,-12.443434715270996,,
,,1499,,,270.28584480285645,,,,,,,
,,1499,,16.634225845336914,,,,,,,,
0,,1499,,,,0.6924093961715698,576.0,0.6924093961715698,-11.329120635986328,-12.53616714477539,,
,,1549,,,269.8783874511719,,,,,,,
,,1549,,2.230405807495117,,,,,,,,
0,,1549,,,,0.6922401189804077,576.0,0.6922401189804077,-11.443305969238281,-12.680991172790527,,
0,,1562,,,,,,,,,-11.390995025634766,-12.687431335449219
,,1563,477.54073214530945,,,,,,,,,
,0.0003,1563,,,,,,,,,,
,,1599,,,278.2857418060303,,,,,,,
,,1599,,17.18902587890625,,,,,,,,
1,,1599,,,,0.6923588514328003,576.0,0.6923588514328003,-11.294395446777344,-12.439448356628418,,
,,1649,,,292.58251190185547,,,,,,,
,,1649,,2.1538734436035156,,,,,,,,
1,,1649,,,,0.692501425743103,576.0,0.692501425743103,-11.55506706237793,-12.889354705810547,,
,,1699,,,280.5187702178955,,,,,,,
,,1699,,17.067432403564453,,,,,,,,
1,,1699,,,,0.6928837895393372,576.0,0.6928837895393372,-11.61209774017334,-12.864054679870605,,
,,1749,,,272.0682621002197,,,,,,,
,,1749,,2.119779586791992,,,,,,,,
1,,1749,,,,0.6923243403434753,576.0,0.6923243403434753,-11.40776252746582,-12.59250259399414,,
,,1799,,,289.92271423339844,,,,,,,
