epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/pair_count,train/quality,train/reward,val/gap,val/makespan,val/reward
,49,,,440.8254623413086,,,,,,,
,49,,0.54931640625,,,,,,,,
,99,,,445.2493190765381,,,,,,,
,99,,8.882761001586914,,,,,,,,
,149,,,440.5953884124756,,,,,,,
,149,,0.42724609375,,,,,,,,
,199,,,376.6472339630127,,,,,,,
,199,,17.441511154174805,,,,,,,,
,249,,,370.90468406677246,,,,,,,
,249,,0.3833770751953125,,,,,,,,
,299,,,370.17154693603516,,,,,,,
,299,,8.550167083740234,,,,,,,,
,349,,,371.8416690826416,,,,,,,
,349,,0.3879070281982422,,,,,,,,
,399,,,369.88258361816406,,,,,,,
,399,,8.4686279296875,,,,,,,,
,449,,,370.3043460845947,,,,,,,
,449,,0.3826618194580078,,,,,,,,
,499,,,370.6634044647217,,,,,,,
,499,,8.089303970336914,,,,,,,,
,549,,,386.7924213409424,,,,,,,
,549,,0.3821849822998047,,,,,,,,
,599,,,370.41735649108887,,,,,,,
,599,,7.924318313598633,,,,,,,,
,649,,,370.4071044921875,,,,,,,
,649,,0.3802776336669922,,,,,,,,
,699,,,369.9817657470703,,,,,,,
,699,,17.06552505493164,,,,,,,,
,749,,,367.26880073547363,,,,,,,
,749,,0.36835670471191406,,,,,,,,
,799,,,376.45840644836426,,,,,,,
,799,,8.260726928710938,,,,,,,,
,849,,,366.65987968444824,,,,,,,
,849,,0.34880638122558594,,,,,,,,
,899,,,380.83910942077637,,,,,,,
,899,,8.73422622680664,,,,,,,,
,949,,,366.4078712463379,,,,,,,
,949,,0.3457069396972656,,,,,,,,
,999,,,367.5084114074707,,,,,,,
,999,,8.290290832519531,,,,,,,,
,1049,,,375.80275535583496,,,,,,,
,1049,,0.3542900085449219,,,,,,,,
,1099,,,377.1810531616211,,,,,,,
,1099,,8.045196533203125,,,,,,,,
,1149,,,375.6899833679199,,,,,,,
,1149,,0.3757476806640625,,,,,,,,
,1199,,,366.98341369628906,,,,,,,
,1199,,8.095026016235352,,,,,,,,
,1249,,,366.93811416625977,,,,,,,
,1249,,0.35119056701660156,,,,,,,,
,1299,,,382.27295875549316,,,,,,,
,1299,,8.90493392944336,,,,,,,,
,1349,,,367.0675754547119,,,,,,,
,1349,,0.3533363342285156,,,,,,,,
,1399,,,367.1698570251465,,,,,,,
,1399,,7.894277572631836,,,,,,,,
,1449,,,367.0792579650879,,,,,,,
,1449,,0.33783912658691406,,,,,,,,
,1499,,,366.6665554046631,,,,,,,
,1499,,7.89642333984375,,,,,,,,
,1549,,,367.7937984466553,,,,,,,
,1549,,1.1873245239257812,,,,,,,,
,1599,,,369.6177005767822,,,,,,,
,1599,,8.142471313476562,,,,,,,,
,1649,,,369.6939945220947,,,,,,,
,1649,,0.3523826599121094,,,,,,,,
,1699,,,383.44740867614746,,,,,,,
,1699,,8.615493774414062,,,,,,,,
,1749,,,379.0261745452881,,,,,,,
,1749,,0.37360191345214844,,,,,,,,
,1799,,,369.7800636291504,,,,,,,
,1799,,7.936954498291016,,,,,,,,
,1849,,,370.29314041137695,,,,,,,
,1849,,0.34499168395996094,,,,,,,,
,1899,,,374.1466999053955,,,,,,,
,1899,,8.520126342773438,,,,,,,,
,1949,,,373.7940788269043,,,,,,,
,1949,,0.3724098205566406,,,,,,,,
,1999,,,373.9941120147705,,,,,,,
,1999,,17.43173599243164,,,,,,,,
,2049,,,376.41382217407227,,,,,,,
,2049,,1.1751651763916016,,,,,,,,
,2099,,,380.92637062072754,,,,,,,
,2099,,16.764163970947266,,,,,,,,
,2149,,,372.91860580444336,,,,,,,
,2149,,0.3647804260253906,,,,,,,,
,2199,,,385.6048583984375,,,,,,,
,2199,,7.9784393310546875,,,,,,,,
,2249,,,375.7960796356201,,,,,,,
,2249,,1.1391639709472656,,,,,,,,
,2299,,,376.42383575439453,,,,,,,
,2299,,16.906023025512695,,,,,,,,
,2349,,,372.44296073913574,,,,,,,
,2349,,0.36787986755371094,,,,,,,,
,2399,,,375.413179397583,,,,,,,
,2399,,16.70551300048828,,,,,,,,
,2449,,,372.5705146789551,,,,,,,
,2449,,0.3795623779296875,,,,,,,,
,2499,,,374.0229606628418,,,,,,,
,2499,,14.112472534179688,,,,,,,,
,2549,,,373.3646869659424,,,,,,,
,2549,,0.8826255798339844,,,,,,,,
,2599,,,373.2333183288574,,,,,,,
,2599,,7.917881011962891,,,,,,,,
,2649,,,375.28371810913086,,,,,,,
,2649,,0.7441043853759766,,,,,,,,
,2699,,,373.22497367858887,,,,,,,
,2699,,13.088226318359375,,,,,,,,
,2749,,,373.9452362060547,,,,,,,
,2749,,1.0988712310791016,,,,,,,,
,2799,,,396.4354991912842,,,,,,,
,2799,,16.736984252929688,,,,,,,,
,2849,,,373.9476203918457,,,,,,,
,2849,,0.3654956817626953,,,,,,,,
,2899,,,363.3899688720703,,,,,,,
,2899,,8.36038589477539,,,,,,,,
,2949,,,359.36474800109863,,,,,,,
,2949,,0.3542900085449219,,,,,,,,
,2999,,,350.51894187927246,,,,,,,
,2999,,13.012886047363281,,,,,,,,
,3049,,,345.75963020324707,,,,,,,
,3049,,0.3554821014404297,,,,,,,,
,3099,,,345.5491065979004,,,,,,,
,3099,,8.302450180053711,,,,,,,,
,3149,,,351.02272033691406,,,,,,,
,3149,,0.3681182861328125,,,,,,,,
,3199,,,345.96920013427734,,,,,,,
,3199,,7.9517364501953125,,,,,,,,
,3249,,,352.8282642364502,,,,,,,
,3249,,0.3578662872314453,,,,,,,,
,3299,,,345.7527160644531,,,,,,,
,3299,,8.327960968017578,,,,,,,,
,3349,,,347.7611541748047,,,,,,,
,3349,,0.37550926208496094,,,,,,,,
,3399,,,355.1616668701172,,,,,,,
,3399,,13.831377029418945,,,,,,,,
,3449,,,345.74413299560547,,,,,,,
,3449,,0.34999847412109375,,,,,,,,
,3499,,,358.06870460510254,,,,,,,
,3499,,8.815765380859375,,,,,,,,
,3549,,,353.9578914642334,,,,,,,
,3549,,0.3592967987060547,,,,,,,,
,3599,,,350.9671688079834,,,,,,,
,3599,,7.832527160644531,,,,,,,,
,3649,,,343.951940536499,,,,,,,
,3649,,0.362396240234375,,,,,,,,
,3699,,,348.3619689941406,,,,,,,
,3699,,8.094310760498047,,,,,,,,
,3749,,,344.26093101501465,,,,,,,
,3749,,0.3514289855957031,,,,,,,,
,3799,,,345.902681350708,,,,,,,
,3799,,7.738828659057617,,,,,,,,
,3849,,,359.81249809265137,,,,,,,
,3849,,0.36406517028808594,,,,,,,,
,3899,,,373.40617179870605,,,,,,,
,3899,,8.489847183227539,,,,,,,,
,3949,,,353.8641929626465,,,,,,,
,3949,,0.3857612609863281,,,,,,,,
,3999,,,343.5847759246826,,,,,,,
,3999,,8.512020111083984,,,,,,,,
,4049,,,343.4922695159912,,,,,,,
,4049,,0.39267539978027344,,,,,,,,
,4099,,,343.63412857055664,,,,,,,
,4099,,7.974147796630859,,,,,,,,
,4149,,,346.05860710144043,,,,,,,
,4149,,0.3864765167236328,,,,,,,,
,4199,,,344.53606605529785,,,,,,,
,4199,,8.18634033203125,,,,,,,,
,4249,,,344.2647457122803,,,,,,,
,4249,,0.39839744567871094,,,,,,,,
,4299,,,352.384090423584,,,,,,,
,4299,,8.30984115600586,,,,,,,,
,4349,,,343.95837783813477,,,,,,,
,4349,,0.3962516784667969,,,,,,,,
,4399,,,344.5315361022949,,,,,,,
,4399,,16.425132751464844,,,,,,,,
,4449,,,352.62203216552734,,,,,,,
,4449,,0.3807544708251953,,,,,,,,
,4499,,,339.6797180175781,,,,,,,
,4499,,7.88426399230957,,,,,,,,
,4549,,,339.3232822418213,,,,,,,
,4549,,0.3476142883300781,,,,,,,,
,4599,,,352.25701332092285,,,,,,,
,4599,,8.378028869628906,,,,,,,,
,4649,,,339.24102783203125,,,,,,,
,4649,,0.3495216369628906,,,,,,,,
,4699,,,348.28686714172363,,,,,,,
,4699,,8.343696594238281,,,,,,,,
,4749,,,340.1362895965576,,,,,,,
,4749,,0.35309791564941406,,,,,,,,
,4799,,,342.6642417907715,,,,,,,
,4799,,8.668184280395508,,,,,,,,
,4849,,,340.3642177581787,,,,,,,
,4849,,0.3590583801269531,,,,,,,,
,4899,,,342.0450687408447,,,,,,,
,4899,,7.758617401123047,,,,,,,,
,4949,,,342.55361557006836,,,,,,,
,4949,,0.38623809814453125,,,,,,,,
,4999,,,356.0752868652344,,,,,,,
,4999,,14.503955841064453,,,,,,,,
0,4999,,,,,,,,3.9699296951293945,1724.760009765625,-1724.760009765625
,5000,1861.021024465561,,,,,,,,,
0,4999,,,,0.6953563094139099,7997.576171875,1.1757529973983765,-1742.228759765625,,,
,5049,,,341.8304920196533,,,,,,,
,5049,,0.3609657287597656,,,,,,,,
,5099,,,352.13255882263184,,,,,,,
,5099,,7.930278778076172,,,,,,,,
,5149,,,344.10834312438965,,,,,,,
,5149,,0.36454200744628906,,,,,,,,
,5199,,,347.66411781311035,,,,,,,
,5199,,14.42265510559082,,,,,,,,
,5249,,,343.17898750305176,,,,,,,
,5249,,0.3542900085449219,,,,,,,,
,5299,,,341.91417694091797,,,,,,,
,5299,,7.909297943115234,,,,,,,,
,5349,,,345.63493728637695,,,,,,,
,5349,,0.5357265472412109,,,,,,,,
,5399,,,367.8557872772217,,,,,,,
,5399,,8.290767669677734,,,,,,,,
,5449,,,340.287446975708,,,,,,,
,5449,,0.3578662872314453,,,,,,,,
,5499,,,349.3359088897705,,,,,,,
,5499,,7.709980010986328,,,,,,,,
,5549,,,341.7978286743164,,,,,,,
,5549,,0.8111000061035156,,,,,,,,
,5599,,,340.651273727417,,,,,,,
,5599,,8.314371109008789,,,,,,,,
,5649,,,340.4808044433594,,,,,,,
,5649,,0.35071372985839844,,,,,,,,
,5699,,,339.7066593170166,,,,,,,
,5699,,7.831335067749023,,,,,,,,
,5749,,,340.00420570373535,,,,,,,
,5749,,0.35262107849121094,,,,,,,,
,5799,,,337.85104751586914,,,,,,,
,5799,,8.292675018310547,,,,,,,,
,5849,,,346.8585014343262,,,,,,,
,5849,,0.3581047058105469,,,,,,,,
,5899,,,347.98336029052734,,,,,,,
,5899,,7.687091827392578,,,,,,,,
,5949,,,339.4198417663574,,,,,,,
,5949,,0.3590583801269531,,,,,,,,
,5999,,,341.7642116546631,,,,,,,
,5999,,8.292198181152344,,,,,,,,
,6049,,,595.0629711151123,,,,,,,
,6049,,1.016855239868164,,,,,,,,
,6099,,,342.52190589904785,,,,,,,
,6099,,7.827520370483398,,,,,,,,
,6149,,,336.8949890136719,,,,,,,
,6149,,0.3457069396972656,,,,,,,,
,6199,,,337.06188201904297,,,,,,,
,6199,,8.32366943359375,,,,,,,,
,6249,,,337.60833740234375,,,,,,,
,6249,,0.3566741943359375,,,,,,,,
,6299,,,337.2180461883545,,,,,,,
,6299,,7.955312728881836,,,,,,,,
,6349,,,337.5885486602783,,,,,,,
,6349,,0.3559589385986328,,,,,,,,
,6399,,,352.938175201416,,,,,,,
,6399,,14.315366744995117,,,,,,,,
,6449,,,340.503454208374,,,,,,,
,6449,,0.36406517028808594,,,,,,,,
,6499,,,341.50123596191406,,,,,,,
,6499,,7.850170135498047,,,,,,,,
,6549,,,343.019962310791,,,,,,,
,6549,,1.0540485382080078,,,,,,,,
,6599,,,342.0886993408203,,,,,,,
,6599,,8.299589157104492,,,,,,,,
,6649,,,342.51880645751953,,,,,,,
,6649,,0.3609657287597656,,,,,,,,
,6699,,,356.94217681884766,,,,,,,
,6699,,8.044004440307617,,,,,,,,
,6749,,,342.14329719543457,,,,,,,
,6749,,0.3559589385986328,,,,,,,,
,6799,,,347.4712371826172,,,,,,,
,6799,,8.28242301940918,,,,,,,,
,6849,,,342.4084186553955,,,,,,,
,6849,,0.36716461181640625,,,,,,,,
,6899,,,369.9038028717041,,,,,,,
,6899,,8.473396301269531,,,,,,,,
,6949,,,385.1146697998047,,,,,,,
,6949,,0.40721893310546875,,,,,,,,
,6999,,,370.06187438964844,,,,,,,
,6999,,8.402585983276367,,,,,,,,
,7049,,,369.9462413787842,,,,,,,
,7049,,0.3876686096191406,,,,,,,,
,7099,,,370.27430534362793,,,,,,,
,7099,,8.421897888183594,,,,,,,,
,7149,,,372.3747730255127,,,,,,,
,7149,,0.38433074951171875,,,,,,,,
,7199,,,357.5253486633301,,,,,,,
,7199,,8.919239044189453,,,,,,,,
,7249,,,343.3234691619873,,,,,,,
,7249,,0.3695487976074219,,,,,,,,
,7299,,,342.81182289123535,,,,,,,
,7299,,8.408069610595703,,,,,,,,
,7349,,,347.34153747558594,,,,,,,
,7349,,0.38433074951171875,,,,,,,,
,7399,,,342.85736083984375,,,,,,,
,7399,,8.299112319946289,,,,,,,,
,7449,,,343.1360721588135,,,,,,,
,7449,,0.3867149353027344,,,,,,,,
,7499,,,350.30150413513184,,,,,,,
,7499,,8.449316024780273,,,,,,,,
,7549,,,343.05787086486816,,,,,,,
,7549,,0.3826618194580078,,,,,,,,
,7599,,,351.731538772583,,,,,,,
,7599,,8.648157119750977,,,,,,,,
,7649,,,604.6013832092285,,,,,,,
,7649,,1.1298656463623047,,,,,,,,
,7699,,,356.69541358947754,,,,,,,
,7699,,8.448362350463867,,,,,,,,
,7749,,,342.71931648254395,,,,,,,
,7749,,0.3752708435058594,,,,,,,,
,7799,,,344.1762924194336,,,,,,,
,7799,,8.212089538574219,,,,,,,,
,7849,,,343.46461296081543,,,,,,,
,7849,,0.3647804260253906,,,,,,,,
,7899,,,350.98719596862793,,,,,,,
,7899,,7.999420166015625,,,,,,,,
,7949,,,343.6605930328369,,,,,,,
,7949,,0.38743019104003906,,,,,,,,
,7999,,,346.1146354675293,,,,,,,
,7999,,15.960454940795898,,,,,,,,
,8049,,,347.5334644317627,,,,,,,
,8049,,0.3566741943359375,,,,,,,,
,8099,,,343.14823150634766,,,,,,,
,8099,,16.51906967163086,,,,,,,,
,8149,,,350.31628608703613,,,,,,,
